n,d,p
0,1,2.191809349008403e-193
1,1,7.471505238089323e-15
640,639,1.4027489922219577e-190
624,623,2.9370899958846315e-165
608,607,8.338707595221359e-145
592,591,2.674087439761157e-127
576,575,5.979076241836462e-112
560,559,2.5266107045695847e-98
544,543,3.7815610694772175e-86
528,527,3.081826793643662e-75
512,511,1.8667019829005043e-65
496,495,1.0618146568007277e-56
480,479,6.7952070296206325e-49
464,463,5.640894641282412e-42
448,447,6.804777744804702e-36
432,431,1.3069827601114102e-30
416,415,4.30217304739108e-26
400,399,2.574774710829209e-22
384,383,2.936310279167812e-19
368,367,6.61747152750915e-17
352,351,3.028245809778376e-15
336,335,2.866926916386829e-14
320,319,5.676319195037676e-14
312,311,4.667525518459939e-163
304,303,2.3580784160757748e-14
296,295,2.0476824569970443e-125
288,287,2.0467590255814456e-15
280,279,1.2281132746139956e-96
272,271,3.668380955467098e-17
264,263,1.0630162280575158e-73
256,255,1.3311273265559923e-19
248,247,2.7583048925527984e-55
240,239,9.506860470753364e-23
232,231,1.1439083460062017e-40
224,223,1.2869748555412835e-26
216,215,2.1170008850089992e-29
640,637,9.531258577450719e-186
208,207,6.265042646703272e-25
608,605,6.203711228694468e-141
200,199,3.380811720487685e-21
592,589,1.0791781254550494e-123
192,191,3.484229615574572e-18
560,557,4.133555165141707e-95
184,183,7.107977092486867e-16
544,541,4.314446050184285e-83
176,175,2.9477582237816405e-14
512,509,1.150368191112147e-62
168,167,2.530745605358136e-13
496,493,4.9879708789265804e-54
160,159,4.544741277585358e-13
156,155,4.1347013098320213e-159
464,461,1.6169088122117107e-39
152,151,1.7119369686668638e-13
448,445,1.5516078198320338e-33
148,147,4.3946205143120376e-122
144,143,1.3463373228054906e-14
140,139,1.0811246179866122e-93
416,413,6.366632645493548e-24
136,135,2.183603763741821e-16
400,397,3.098519305940935e-20
132,131,4.758254897726204e-71
128,127,2.9578533893194275e-17
624,619,2.7601958335891687e-157
124,123,7.044383977471285e-53
368,365,5.330627006649859e-15
608,603,1.5290929978483947e-137
120,119,4.606493716704762e-22
592,587,1.472241935092573e-120
352,349,2.0035495025942354e-13
116,115,1.7871082305052308e-38
576,571,1.2524076380940276e-105
112,111,1.559895245479606e-12
544,539,1.71433282839792e-80
108,107,2.1153491750858147e-27
320,317,2.5406968248204776e-12
528,523,7.372653850758451e-70
104,103,5.0645303352983546e-23
512,507,2.492834499077767e-60
304,301,8.67727102090918e-13
100,99,2.223444003000226e-19
496,491,8.267210667301206e-52
296,293,4.2197189097175973e-119
96,95,6.201004578731663e-14
280,277,4.350097704392909e-91
464,459,1.6433094316395564e-37
92,91,3.130882853273023e-14
640,633,1.850676443132673e-177
272,269,9.071904143265167e-16
